campaignid,reportdate,adid,asin,campaignname,campaignstatus,adgroupid,adgroupname,clicks,cost,impressions,attributedconversions14d,attributedsales14d,roasclicks14d,sku,spend,week_start,year_month
295507387954093,2025-01-08,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,7,22.29,10498,0,0.0,0.0,,22.29,2025-01-06,2025-01
295507387954093,2025-01-09,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,13,36.04,17658,2,54.96,1.524972254,,36.04,2025-01-06,2025-01
295507387954093,2025-01-10,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,21,66.45,13100,2,47.76,0.718735892,,66.45,2025-01-06,2025-01
295507387954093,2025-01-11,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,14,38.3,20877,3,71.4,1.864229766,,38.3,2025-01-06,2025-01
295507387954093,2025-01-12,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,16,50.53,21813,0,0.0,0.0,,50.53,2025-01-06,2025-01
295507387954093,2025-01-13,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,13,34.61,12596,0,0.0,0.0,,34.61,2025-01-13,2025-01
295507387954093,2025-01-14,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,9,19.2,11477,5,197.16,10.26875,,19.2,2025-01-13,2025-01
295507387954093,2025-01-15,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,9,20.1,9247,5,142.56,7.092537314,,20.1,2025-01-13,2025-01
295507387954093,2025-01-16,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,23,63.63,8486,3,84.84,1.333333334,,63.63,2025-01-13,2025-01
295507387954093,2025-01-17,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,8,16.62,9582,2,59.76,3.595667871,,16.62,2025-01-13,2025-01
295507387954093,2025-01-18,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,16,47.52,13598,2,47.52,1.0,,47.52,2025-01-13,2025-01
295507387954093,2025-01-19,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,12,35.68,12591,2,59.76,1.674887893,,35.680000001,2025-01-13,2025-01
295507387954093,2025-01-20,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,9,22.12,9771,2,71.64,3.238698011,,22.12,2025-01-20,2025-01
295507387954093,2025-01-21,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,9,26.25,10339,0,0.0,0.0,,26.25,2025-01-20,2025-01
295507387954093,2025-01-22,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,11,30.67,11244,2,57.36,1.870231497,,30.67,2025-01-20,2025-01
295507387954093,2025-01-23,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,14,33.54,12815,1,27.48,0.819320215,,33.54,2025-01-20,2025-01
295507387954093,2025-01-24,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,17,42.72,18518,2,71.28,1.668539326,,42.72,2025-01-20,2025-01
295507387954093,2025-01-25,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,21,52.36,16163,4,80.16,1.530939649,,52.36,2025-01-20,2025-01
295507387954093,2025-01-26,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,9,22.58,13036,3,60.12,2.662533216,,22.580000001,2025-01-20,2025-01
295507387954093,2025-01-27,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,17,40.28,11910,1,20.04,0.497517379,,40.28,2025-01-27,2025-01
295507387954093,2025-01-28,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,22,57.47,10538,10,220.08,3.829476249,,57.47,2025-01-27,2025-01
295507387954093,2025-01-29,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,14,28.24,9337,1,29.88,1.058073655,,28.240000001,2025-01-27,2025-01
295507387954093,2025-01-30,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,21,47.55,9257,5,100.2,2.107255521,,47.55,2025-01-27,2025-01
295507387954093,2025-01-31,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,17,35.59,10984,1,20.04,0.563079517,,35.59,2025-01-27,2025-01
295507387954093,2025-02-01,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,15,37.62,5352,4,80.16,2.1307815,,37.62,2025-01-27,2025-02
295507387954093,2025-02-02,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,4,9.45,304,1,29.88,3.161904762,,9.450000001,2025-01-27,2025-02
295507387954093,2025-02-03,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-02-03,2025-02
295507387954093,2025-02-04,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-02-03,2025-02
295507387954093,2025-02-05,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-02-03,2025-02
295507387954093,2025-02-06,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-02-03,2025-02
295507387954093,2025-02-07,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-02-03,2025-02
295507387954093,2025-02-08,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-02-03,2025-02
295507387954093,2025-02-09,399893736148761,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,299983882624414,Ad Group EXACT Match,0,0.0,0,0,0.0,0.0,,0.0,2025-02-03,2025-02
295507387954093,2025-02-10,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-02-10,2025-02
295507387954093,2025-02-11,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-02-10,2025-02
295507387954093,2025-02-14,421466950837868,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,339419445780369,Ad Group BROAD Match,0,0.0,0,0,0.0,0.0,,0.0,2025-02-10,2025-02
295507387954093,2025-02-23,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,5,20.61,2880,0,0.0,0.0,,20.61,2025-02-17,2025-02
295507387954093,2025-02-24,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,2,5.07,764,0,0.0,0.0,,5.07,2025-02-24,2025-02
295507387954093,2025-02-25,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,1280,0,0.0,0.0,,0.0,2025-02-24,2025-02
295507387954093,2025-02-26,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,3,4.34,3048,0,0.0,0.0,,4.34,2025-02-24,2025-02
295507387954093,2025-02-27,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,36,73.41,19918,0,0.0,0.0,,73.41,2025-02-24,2025-02
295507387954093,2025-02-28,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,22,50.25,18301,2,60.12,1.196417911,,50.25,2025-02-24,2025-02
295507387954093,2025-03-01,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,7,9.96,4514,0,0.0,0.0,,9.96,2025-02-24,2025-03
295507387954093,2025-03-02,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,2,6.9,974,0,0.0,0.0,,6.9,2025-02-24,2025-03
295507387954093,2025-03-04,399893736148761,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,299983882624414,Ad Group EXACT Match,0,0.0,0,0,0.0,0.0,,0.0,2025-03-03,2025-03
295507387954093,2025-03-08,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-03-03,2025-03
295507387954093,2025-03-11,399893736148761,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,299983882624414,Ad Group EXACT Match,0,0.0,0,0,0.0,0.0,,0.0,2025-03-10,2025-03
295507387954093,2025-03-13,399893736148761,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,299983882624414,Ad Group EXACT Match,0,0.0,0,0,0.0,0.0,,0.0,2025-03-10,2025-03
295507387954093,2025-05-08,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,12,25.41,6746,0,0.0,0.0,,25.41,2025-05-05,2025-05
295507387954093,2025-05-09,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,15,41.08,13213,1,24.99,0.60832522,,41.08,2025-05-05,2025-05
295507387954093,2025-05-10,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,30,76.05,18530,5,131.74,1.732281394,,76.050000001,2025-05-05,2025-05
295507387954093,2025-05-11,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,37,100.03,20880,8,187.83,1.877736679,,100.03,2025-05-05,2025-05
295507387954093,2025-05-12,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,45,106.53,22866,3,102.4,0.961231578,,106.53,2025-05-12,2025-05
295507387954093,2025-05-13,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,43,104.22,23142,6,174.93,1.678468625,,104.22,2025-05-12,2025-05
295507387954093,2025-05-14,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,31,91.36,21770,5,155.13,1.698007881,,91.360000001,2025-05-12,2025-05
295507387954093,2025-05-15,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,46,136.19,24543,5,149.94,1.100961892,,136.19,2025-05-12,2025-05
295507387954093,2025-05-16,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,48,136.49,26730,8,190.08,1.392629497,,136.49,2025-05-12,2025-05
295507387954093,2025-05-17,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,75,190.05,35236,12,265.17,1.395264405,,190.05,2025-05-12,2025-05
295507387954093,2025-05-18,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,65,170.41,33752,7,135.24,0.793615399,,170.41,2025-05-12,2025-05
295507387954093,2025-05-19,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,57,140.71,25728,9,190.32,1.352569114,,140.71,2025-05-19,2025-05
295507387954093,2025-05-20,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,72,165.5,36136,19,402.05,2.429305136,,165.5,2025-05-19,2025-05
295507387954093,2025-05-21,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,56,129.56,31650,9,187.21,1.444967583,,129.56,2025-05-19,2025-05
295507387954093,2025-05-22,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,60,145.32,27192,7,137.05,0.94309111,,145.32,2025-05-19,2025-05
295507387954093,2025-05-23,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,56,157.2,27595,5,130.14,0.827862596,,157.2,2025-05-19,2025-05
295507387954093,2025-05-24,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,63,159.11,30795,11,282.22,1.773741437,,159.11,2025-05-19,2025-05
295507387954093,2025-05-25,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,62,149.81,27925,13,314.98,2.102529872,,149.81,2025-05-19,2025-05
295507387954093,2025-05-26,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,55,141.39,31684,11,205.23,1.451517081,,141.390000001,2025-05-26,2025-05
295507387954093,2025-05-27,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,50,170.44,34632,7,120.24,0.7054682,,170.44,2025-05-26,2025-05
295507387954093,2025-05-28,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,71,184.43,36388,9,250.35,1.357425582,,184.430000001,2025-05-26,2025-05
295507387954093,2025-05-29,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,76,214.05,26561,8,209.76,0.979957954,,214.05,2025-05-26,2025-05
295507387954093,2025-05-30,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,68,215.44,23576,11,204.99,0.951494616,,215.440000001,2025-05-26,2025-05
295507387954093,2025-05-31,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,82,209.78,29485,17,349.8,1.66746115,,209.78,2025-05-26,2025-05
295507387954093,2025-06-01,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,70,188.07,28138,15,274.65,1.460360505,,188.07,2025-05-26,2025-06
295507387954093,2025-06-02,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,87,274.5,27627,25,499.25,1.818761385,,274.500000001,2025-06-02,2025-06
295507387954093,2025-06-03,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,88,208.65,44277,11,204.99,0.982458663,,208.65,2025-06-02,2025-06
295507387954093,2025-06-04,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,103,249.96,39389,14,294.84,1.179548728,,249.96,2025-06-02,2025-06
295507387954093,2025-06-05,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,179,476.87,69289,30,554.76,1.16333592,,476.87,2025-06-02,2025-06
295507387954093,2025-06-06,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,167,462.62,62081,28,484.37,1.047014829,,462.62,2025-06-02,2025-06
295507387954093,2025-06-07,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,146,361.84,68608,16,264.96,0.732257352,,361.840000001,2025-06-02,2025-06
295507387954093,2025-06-08,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,160,387.81,67781,19,374.64,0.966040072,,387.810000001,2025-06-02,2025-06
295507387954093,2025-06-09,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,116,272.85,59465,9,199.97,0.732893532,,272.85,2025-06-09,2025-06
295507387954093,2025-06-10,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,120,258.29,51453,25,489.66,1.895776066,,258.29,2025-06-09,2025-06
295507387954093,2025-06-11,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,118,280.03,53282,16,246.29,0.87951291,,280.03,2025-06-09,2025-06
295507387954093,2025-06-12,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,102,226.96,43807,12,224.88,0.99083539,,226.96,2025-06-09,2025-06
295507387954093,2025-06-13,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,100,220.4,42851,12,190.08,0.862431942,,220.4,2025-06-09,2025-06
295507387954093,2025-06-14,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,118,262.73,41574,16,330.0,1.256042325,,262.73,2025-06-09,2025-06
295507387954093,2025-06-15,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,8,28.76,3127,0,0.0,0.0,,28.760000001,2025-06-09,2025-06
295507387954093,2025-06-16,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-16,2025-06
295507387954093,2025-06-17,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-16,2025-06
295507387954093,2025-06-18,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-16,2025-06
295507387954093,2025-06-19,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-16,2025-06
295507387954093,2025-06-20,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-16,2025-06
295507387954093,2025-06-21,399893736148761,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,299983882624414,Ad Group EXACT Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-16,2025-06
295507387954093,2025-06-22,399893736148761,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,299983882624414,Ad Group EXACT Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-16,2025-06
295507387954093,2025-06-23,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-23,2025-06
295507387954093,2025-06-24,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-23,2025-06
295507387954093,2025-06-25,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-23,2025-06
295507387954093,2025-06-26,399893736148761,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,299983882624414,Ad Group EXACT Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-23,2025-06
295507387954093,2025-06-27,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,0,0.0,0,0,0.0,0.0,,0.0,2025-06-23,2025-06
295507387954093,2025-07-02,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,33,100.27,35692,7,114.17,1.138625711,,100.270000001,2025-06-30,2025-07
295507387954093,2025-07-03,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,64,187.54,33343,11,230.83,1.230830757,,187.540000001,2025-06-30,2025-07
295507387954093,2025-07-04,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,85,250.81,39065,8,153.02,0.610103266,,250.81,2025-06-30,2025-07
295507387954093,2025-07-05,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,100,300.69,52119,10,198.54,0.660281353,,300.690000001,2025-06-30,2025-07
295507387954093,2025-07-06,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,114,386.46,65707,7,125.68,0.325208301,,386.46,2025-06-30,2025-07
295507387954093,2025-07-07,409072627553662,B0CHKTB6CJ,Lemon Perfect - 152oz Bottles - Perpetua - SP - Manual - gpthat8q,ENABLED,322330372842395,Ad Group PHRASE Match,104,357.75,54050,15,358.3,1.001537387,,357.750000001,2025-07-07,2025-07
